Date,Well_Name,Basin,Well_Type,Well_Depth_Ft,Oil_Production_BBL,Water_Cut_Percentage,Gas_Production_MCF,Oil_Price_USD,Gas_Price_USD,Revenue_USD,Operating_Cost_USD,Maintenance_Cost_USD,Equipment_Purchase_USD,Net_Income_USD,Reservoir_Pressure_PSI,Well_Head_Temperature_F,Porosity_Percentage,Permeability_mD,Formation_Volume_Factor,Gas_Oil_Ratio,Well_Lease_Cost_USD,Salary_Cost_USD,Insurance_Cost_USD,Environmental_Compliance_Cost_USD,Water_Disposal_Cost_USD,Chemical_Treatment_Cost_USD,Pump_Efficiency_Percentage,Pump_Power_Usage_KWh,Tubing_Pressure_PSI,Casing_Pressure_PSI,Wellhead_Temperature_F,Artificial_Lift_Power_KWh,Last_Workover_Days,Next_Maintenance_Days,Equipment_Runtime_Hours,Downtime_Hours,Oil_Cut_Percentage,Gas_Oil_Ratio_SCF_BBL,Water_Oil_Ratio,Liquid_Rate_BBL_Day,Environmental_Risk_Score,Equipment_Risk_Score,Financial_Risk_Score,Overall_Risk_Score,Oil_Production_BBL_30D_Avg,Gas_Production_MCF_30D_Avg,Net_Income_USD_30D_Avg,Production_Decline_Rate
2021-03-08,Well_Ironman,Permian,Directional,11000,895.28,13.18,460.7,74.28,3.26,68003.65,16471.02,1649.33,75000,-25116.7,1789.89,141.5,10.42,43.13,1.125,921.07,4213.52,7561.64,1785.13,1303.12,896.87,710.74,94.18,85.43,896.93,436.72,113.91,126.88,0.0,30.0,23.8,0.0,86.82,0.51,0.15,1013.26,1.24,3.43,1.04,3.56,891.4326666666667,445.94766666666663,44470.97866666666,0.11415593304710359
2021-03-09,Well_Ironman,Permian,Directional,11000,771.36,11.67,436.87,66.24,3.52,52632.95,15969.42,1775.4,0,34888.13,1660.33,146.47,10.72,44.47,1.074,866.33,4512.03,6896.2,1590.5,1351.71,885.71,733.27,95.26,91.77,918.61,463.03,112.01,138.33,365.0,30.0,23.97,0.43,88.33,0.57,0.13,861.42,4.17,4.17,2.85,1.89,890.7603333333334,446.46066666666667,44222.75633333334,-0.1786615556620348
2021-03-10,Well_Ironman,Permian,Directional,11000,916.07,14.61,441.73,66.25,3.65,62301.69,16563.17,1742.55,0,43995.97,1801.17,142.02,10.75,44.58,1.098,895.99,4709.34,7019.44,1872.54,1326.48,895.55,739.82,96.32,84.79,876.96,435.88,112.87,133.55,365.0,30.0,24.23,0.0,85.39,0.48,0.17,1049.87,4.89,1.5,4.24,1.88,893.4186666666666,445.6456666666666,44222.38066666667,0.008876554222971178
2021-03-11,Well_Ironman,Permian,Directional,11000,898.73,15.87,441.13,68.77,3.54,63367.18,16442.78,1767.2,0,45157.2,1767.16,137.87,10.65,43.94,1.009,862.14,4582.29,7379.01,1618.21,1342.0,830.09,691.18,98.3,79.86,844.5,432.58,114.1,132.4,365.0,30.0,24.1,0.0,84.13,0.49,0.19,1041.38,1.18,2.19,3.24,3.99,892.6006666666667,446.7686666666667,44074.29233333333,0.05983561126900083
2021-03-12,Well_Ironman,Permian,Directional,11000,851.95,22.76,439.42,74.47,3.58,65017.76,16465.39,1750.35,0,46802.02,1728.65,145.57,10.89,45.66,1.071,866.0,4358.15,7412.54,1905.01,1254.96,833.22,701.51,96.43,88.81,905.67,454.21,110.76,128.54,365.0,30.0,23.93,0.22,77.24,0.52,0.29,1045.81,2.75,3.57,1.18,2.51,889.9403333333333,445.88800000000003,44042.885,-0.05339940667325915
2021-03-13,Well_Ironman,Permian,Directional,11000,892.76,26.01,467.83,71.42,3.63,65458.91,16111.18,1758.46,0,47589.27,1792.77,140.79,10.65,43.39,1.119,874.84,4454.71,6803.11,1990.89,1292.2,893.93,676.34,94.25,96.51,859.03,433.7,126.78,127.95,365.0,30.0,24.33,0.0,73.99,0.52,0.35,1125.0,1.48,2.09,2.17,1.76,889.193,447.4956666666667,43755.329333333335,0.17341815409689532
2021-03-14,Well_Ironman,Permian,Directional,11000,868.99,24.9,385.89,71.79,3.64,63789.38,16635.67,1793.51,0,45360.2,1768.93,149.38,10.7,44.91,1.064,914.86,4407.8,7444.2,1814.85,1382.15,878.17,708.5,94.71,86.4,875.31,430.66,114.21,145.38,365.0,30.0,24.07,0.0,75.1,0.44,0.33,1085.34,4.14,3.07,2.78,1.51,891.412,444.554,43944.066666666666,-0.05007651945780489
2021-03-15,Well_Ironman,Permian,Directional,11000,895.04,19.78,494.51,74.56,3.44,68435.59,16044.93,1786.29,0,50604.37,1736.2,136.2,10.76,48.32,1.072,910.77,4635.54,6756.95,1710.96,1367.29,859.9,714.29,95.29,84.21,873.94,428.97,117.25,123.96,365.0,30.0,24.1,0.36,80.22,0.55,0.25,1072.1,4.21,3.92,2.99,3.88,892.5793333333334,445.24,44229.59266666666,0.022388741661335976
2021-03-16,Well_Ironman,Permian,Directional,11000,801.17,13.09,450.04,71.16,3.63,58644.78,15842.41,1796.72,0,41005.64,1752.21,142.57,10.77,41.98,1.062,870.87,4339.64,6772.79,1896.85,1246.88,865.45,720.8,94.16,92.62,893.77,435.73,104.41,129.55,365.0,30.0,23.99,0.0,86.91,0.56,0.15,906.06,3.36,3.58,1.04,3.45,889.1216666666666,445.5806666666667,43901.83733333334,0.05322869011936682
2021-03-17,Well_Ironman,Permian,Directional,11000,861.41,11.1,434.74,68.34,3.41,60351.32,15579.55,1704.3,0,43067.47,1761.67,146.19,11.05,45.04,1.007,868.35,4151.26,6961.67,1677.22,1292.53,812.81,684.06,93.57,90.88,876.06,456.5,105.34,136.17,365.0,30.0,24.59,0.32,88.9,0.5,0.12,957.05,2.92,4.83,3.18,1.42,886.1876666666666,445.61600000000004,43622.14566666666,0.14026077172546159
2021-03-18,Well_Ironman,Permian,Directional,11000,890.3,21.76,433.11,68.95,3.44,62876.11,16821.62,1702.95,0,44351.54,1724.66,143.87,10.46,45.31,1.029,919.89,4346.08,7757.45,1811.9,1355.44,870.04,680.71,92.7,85.65,892.49,428.6,112.18,128.68,365.0,30.0,23.58,0.18,78.24,0.49,0.28,1084.06,3.53,1.99,2.22,4.14,885.9130000000001,445.9336666666667,43604.528333333335,0.03295045828982479
2021-03-19,Well_Ironman,Permian,Directional,11000,835.55,15.95,421.23,75.13,3.62,64299.7,15788.92,1722.11,0,46788.67,1847.39,145.24,10.81,50.59,1.053,883.32,4416.07,6877.56,1703.04,1275.01,836.42,680.82,95.37,74.61,881.92,445.7,120.99,129.09,365.0,30.0,24.82,0.0,84.05,0.5,0.19,968.79,4.68,1.64,1.68,4.18,883.1683333333333,445.5306666666666,43511.73133333333,-0.051750553254270026
2021-03-20,Well_Ironman,Permian,Directional,11000,942.42,18.48,430.95,67.11,3.33,64680.86,16036.21,1775.66,0,46868.99,1738.76,148.53,10.41,41.3,1.033,884.72,4465.27,6909.0,1739.8,1356.51,884.26,681.37,91.29,90.38,893.59,443.84,118.51,130.54,365.0,30.0,23.72,0.0,81.52,0.46,0.23,1116.56,2.63,4.02,4.17,4.27,885.2276666666666,445.236,43645.456,-0.0479740582477195
2021-03-21,Well_Ironman,Permian,Directional,11000,894.56,9.81,438.21,66.04,3.3,60522.87,16474.3,1772.42,0,42276.15,1762.69,139.42,10.73,42.25,1.036,890.02,4348.78,7408.29,1731.77,1333.93,946.24,705.29,94.24,89.76,859.4,426.68,106.68,139.3,365.0,30.0,24.73,0.0,90.19,0.49,0.11,982.36,4.46,3.36,1.79,3.2,885.8140000000001,444.37100000000004,43613.22966666667,0.04074272285175784
2021-03-22,Well_Ironman,Permian,Directional,11000,859.05,21.36,406.32,71.44,3.42,62759.83,15660.9,1798.74,0,45300.18,1699.1,146.21,10.52,40.91,1.041,865.07,4229.99,6649.27,1867.55,1335.92,864.33,713.84,93.49,87.68,845.43,440.99,115.18,126.21,365.0,30.0,23.81,0.0,78.64,0.47,0.27,1042.54,2.28,3.88,3.74,4.45,881.3973333333332,443.5903333333334,43434.72033333334,-0.09183651894451961
2021-03-23,Well_Ironman,Permian,Directional,11000,847.42,11.04,407.83,70.56,3.47,61208.87,15987.43,1856.1,0,43365.34,1722.24,143.7,11.01,40.82,0.991,845.13,4155.93,7289.98,1596.1,1301.29,920.08,724.05,96.55,90.93,896.0,437.91,120.13,122.2,365.0,30.0,24.09,0.14,88.96,0.48,0.12,940.97,4.14,1.76,2.03,1.57,876.5926666666667,442.9893333333333,43010.69033333333,-0.02083309261078059
2021-03-24,Well_Ironman,Permian,Directional,11000,853.52,12.56,436.13,75.68,3.45,66098.75,16350.47,1775.83,0,47972.45,1754.14,139.44,10.02,44.47,1.054,864.23,4266.57,7420.8,1712.41,1391.11,862.53,697.05,96.68,84.3,867.23,457.48,119.25,132.28,365.0,30.0,24.18,0.0,87.44,0.51,0.14,960.72,1.47,4.32,1.36,3.7,874.332,443.3343333333333,42996.314999999995,0.028188695610273262
2021-03-25,Well_Ironman,Permian,Directional,11000,938.83,22.64,460.11,68.33,3.57,65793.01,16120.63,1660.27,0,48012.11,1744.99,140.32,11.0,42.96,1.011,863.26,4565.64,7131.58,1609.66,1259.36,877.37,677.02,94.47,89.84,860.01,425.64,115.97,138.79,365.0,30.0,24.5,0.0,77.36,0.49,0.29,1151.43,4.59,2.43,3.68,4.05,873.8853333333334,443.21299999999997,42870.52066666666,0.051439130921715925
2021-03-26,Well_Ironman,Permian,Directional,11000,815.44,25.72,455.47,73.14,3.47,61222.01,16484.25,1881.91,0,42855.85,1740.18,147.9,10.52,44.98,1.129,878.67,4605.87,7173.25,1793.94,1336.0,865.26,709.93,93.72,90.54,876.16,436.27,120.98,128.66,365.0,30.0,24.81,0.43,74.28,0.56,0.35,1025.21,3.71,1.32,2.43,1.57,869.775,442.6423333333333,42504.60666666667,-0.12495171052066778
2021-03-27,Well_Ironman,Permian,Directional,11000,842.49,18.6,414.89,71.13,3.42,61345.18,16311.14,1711.68,0,43322.35,1745.07,149.09,10.2,42.61,1.019,874.83,4292.91,7434.92,1743.63,1284.37,859.75,695.56,91.91,80.44,881.89,441.05,129.62,134.83,365.0,30.0,24.27,0.0,81.4,0.49,0.23,999.15,2.2,3.84,1.84,3.59,870.3763333333334,440.717,42466.96166666666,-0.009639234033549271
2021-03-28,Well_Ironman,Permian,Directional,11000,926.02,17.1,447.39,71.96,3.62,68255.62,16437.06,1738.98,0,50079.58,1820.47,145.23,10.36,49.33,1.08,894.81,4524.15,7180.08,1753.46,1400.68,898.0,680.69,96.64,89.84,879.0,445.21,107.75,127.62,365.0,30.0,24.06,0.0,82.9,0.48,0.21,1084.37,2.55,2.05,2.31,2.49,868.8316666666667,440.5236666666667,42433.85733333333,-0.03690067602704106
2021-03-29,Well_Ironman,Permian,Directional,11000,819.12,23.59,464.78,68.33,3.43,57564.79,16274.74,1668.82,0,39621.22,1787.61,145.07,10.49,43.57,0.992,863.0,4625.96,6774.24,1899.95,1390.17,868.62,715.8,91.53,94.45,892.11,439.93,114.97,113.01,365.0,30.0,24.48,0.47,76.41,0.57,0.31,1012.33,2.65,1.96,1.35,3.97,868.9593333333333,441.0953333333334,42344.76633333333,-0.08284533820022166
2021-03-30,Well_Ironman,Permian,Directional,11000,945.28,10.49,445.75,70.11,3.5,67833.51,16729.31,1548.64,0,49555.56,1686.88,146.16,10.67,46.04,1.034,891.45,4671.87,7395.56,1804.75,1284.13,865.22,707.78,93.6,97.63,857.76,457.83,111.89,131.11,365.0,30.0,23.38,0.0,89.51,0.47,0.12,1044.42,2.1,1.24,2.97,2.92,868.5679999999999,440.3550000000001,42366.664666666664,0.1559664441020372
2021-03-31,Well_Ironman,Permian,Directional,11000,919.75,22.03,437.67,64.66,3.62,61055.63,16561.51,1689.42,0,42804.7,1842.12,142.27,10.36,41.97,1.042,905.29,4781.01,7176.92,1655.16,1342.05,906.76,699.61,94.18,90.03,867.96,447.09,111.8,134.41,365.0,30.0,24.63,0.0,77.97,0.48,0.28,1122.36,1.77,2.36,1.8,3.24,871.7893333333334,439.755,42495.979,-0.0805809908432964
2021-04-01,Well_Ironman,Permian,Directional,11000,841.93,16.67,436.32,69.43,3.42,59947.16,16214.87,1772.59,0,41959.7,1682.43,142.71,10.88,43.13,1.035,885.06,4712.75,6885.21,1838.05,1218.54,838.53,721.79,96.36,87.07,896.27,425.86,112.23,139.76,365.0,30.0,24.11,0.28,83.33,0.52,0.2,982.27,3.4,4.55,3.33,2.19,873.03,440.53133333333335,42570.871,-0.034450726515820596
2021-04-02,Well_Ironman,Permian,Directional,11000,965.08,13.61,439.56,71.54,3.51,70584.85,15585.13,1773.86,0,53225.86,1724.3,147.28,10.68,44.53,1.079,901.3,4243.95,6754.67,1643.77,1325.21,919.9,697.63,95.25,83.6,879.02,439.41,118.0,133.09,365.0,30.0,24.19,0.0,86.39,0.46,0.16,1096.45,4.34,2.92,2.5,1.92,874.597,440.91833333333335,42628.94633333333,0.14263387835805874
2021-04-03,Well_Ironman,Permian,Directional,11000,820.57,18.09,431.6,66.6,3.29,56070.16,16765.59,1806.31,0,37498.26,1828.58,148.22,10.32,47.13,1.013,885.69,4584.9,7653.2,1638.93,1319.16,880.96,688.44,96.61,83.77,887.93,425.53,116.87,130.84,365.0,30.0,24.03,1.11,81.91,0.53,0.22,969.01,3.76,3.44,1.3,4.0,872.154,441.02166666666665,42457.24533333334,-0.05271117370675216
2021-04-04,Well_Ironman,Permian,Directional,11000,905.87,22.57,456.41,69.24,3.53,64333.23,16187.66,1705.4,0,46440.18,1617.72,147.72,10.29,42.15,1.046,862.59,4330.05,7182.99,1772.13,1381.0,843.96,677.53,97.71,87.72,922.85,443.48,121.12,143.97,365.0,30.0,23.64,0.18,77.43,0.5,0.29,1110.34,3.1,1.39,4.38,1.27,872.5139999999999,440.62166666666667,42450.503,0.026190880770319946
2021-04-05,Well_Ironman,Permian,Directional,11000,890.17,10.3,442.18,72.03,3.47,65653.06,15765.76,1861.23,0,48026.07,1792.46,146.62,10.56,43.4,1.087,911.07,4403.52,6575.09,1892.64,1296.61,869.61,728.29,93.08,85.34,841.41,435.17,115.29,133.16,365.0,30.0,24.24,0.4,89.7,0.5,0.11,981.82,2.8,2.75,4.35,1.53,876.5783333333334,439.972,42742.032,-0.046518851756641055
2021-04-06,Well_Ironman,Permian,Directional,11000,827.02,21.55,436.79,72.4,3.48,61396.21,15879.84,1664.18,0,43852.18,1725.0,139.63,10.46,43.59,1.156,891.22,4272.94,6971.45,1702.5,1309.87,905.25,717.83,98.83,89.91,869.18,436.56,114.68,129.1,365.0,30.0,23.98,0.29,78.45,0.53,0.27,1005.27,3.15,3.64,2.93,3.11,874.4383333333333,439.852,42584.350333333336,-0.060823548116014536
2021-04-07,Well_Ironman,Permian,Directional,11000,888.11,20.26,451.39,70.94,3.6,64627.49,16342.39,1788.86,0,46496.24,1714.29,144.17,10.26,41.73,1.032,884.44,4088.91,7534.57,1824.88,1320.49,884.3,689.24,96.45,81.47,890.46,450.81,116.75,132.26,365.0,30.0,23.05,0.0,79.74,0.51,0.25,1068.06,4.29,3.91,4.49,3.61,874.1993333333334,439.5416666666667,44971.448333333334,0.07061830193000862
2021-04-08,Well_Ironman,Permian,Directional,11000,919.57,19.91,456.54,76.9,3.51,72317.03,16057.2,1881.52,0,54378.31,1741.9,138.21,10.24,46.85,1.165,854.72,4228.72,7049.44,1826.93,1327.17,886.82,738.12,97.47,86.28,886.44,452.38,113.95,134.38,365.0,30.0,23.36,0.58,80.09,0.5,0.25,1102.64,1.97,3.95,2.52,1.41,879.1396666666666,440.19733333333335,45621.121,0.029753639417693156
2021-04-09,Well_Ironman,Permian,Directional,11000,935.59,10.65,438.06,73.01,3.57,69871.09,16147.31,1746.43,0,51977.35,1722.94,140.95,10.5,46.28,1.11,878.82,4395.03,7011.88,1788.74,1359.54,888.41,703.71,98.94,82.76,870.88,435.17,115.02,136.29,365.0,30.0,24.54,0.0,89.35,0.47,0.12,1035.21,3.14,2.64,2.73,3.5,879.7903333333333,440.075,45887.167,0.10104386099113838
2021-04-10,Well_Ironman,Permian,Directional,11000,802.3,10.16,373.26,68.2,3.36,55971.02,16149.24,1744.03,0,38077.75,1747.76,146.04,10.62,44.52,1.064,864.74,4343.61,7113.12,1836.54,1294.55,873.43,687.99,95.08,90.41,864.2,447.17,120.05,132.47,365.0,30.0,23.2,0.08,89.84,0.47,0.11,883.79,4.14,1.18,4.72,3.05,876.5760000000001,437.81266666666664,45651.185333333335,-0.12879651648912493
2021-04-11,Well_Ironman,Permian,Directional,11000,826.79,16.12,403.39,65.89,3.47,55877.17,16084.51,1741.77,0,38050.88,1764.9,141.61,10.45,44.2,0.987,882.17,4103.52,7239.9,1824.58,1303.9,890.32,722.29,96.6,81.97,894.81,428.27,117.35,141.98,365.0,30.0,24.26,0.0,83.88,0.49,0.19,960.1,3.08,3.13,4.61,4.63,875.7373333333333,436.6116666666666,45359.48066666666,0.0
2021-04-12,Well_Ironman,Permian,Directional,11000,911.28,22.35,458.71,73.15,3.5,68265.53,16071.84,1846.56,0,50347.14,1704.44,146.95,10.49,44.33,1.028,911.99,4683.37,6720.52,1780.06,1349.46,871.84,666.59,96.11,84.45,878.4,438.01,112.99,132.66,365.0,30.0,24.45,0.84,77.65,0.5,0.29,1114.95,1.27,1.36,4.55,4.42,876.3546666666666,436.30766666666665,45451.40966666666,-0.00016457654455082071
2021-04-13,Well_Ironman,Permian,Directional,11000,828.21,18.24,407.43,68.6,3.64,58298.49,15953.99,1763.41,0,40581.09,1862.33,139.06,10.5,47.49,1.161,920.8,4293.84,6959.27,1758.73,1402.55,858.02,681.58,94.04,85.43,916.44,445.83,114.11,147.06,365.0,30.0,24.69,0.0,81.76,0.49,0.22,979.26,4.72,2.07,3.9,2.16,874.9953333333334,437.02566666666667,45292.106,-0.0829660960648404
2021-04-14,Well_Ironman,Permian,Directional,11000,836.42,24.55,466.83,69.67,3.68,59991.41,15530.25,1745.06,0,42716.1,1744.47,138.52,10.72,46.22,1.119,878.74,4068.34,6473.8,1911.05,1414.34,922.91,739.81,97.51,86.58,895.58,434.97,106.17,133.18,365.0,30.0,24.35,0.98,75.45,0.56,0.33,1041.74,1.09,4.13,2.59,3.05,873.0413333333332,436.103,45029.163666666675,-0.14258182899201444
2021-04-15,Well_Ironman,Permian,Directional,11000,920.15,15.89,476.98,73.0,3.44,68812.11,15924.13,1733.08,0,51154.9,1751.98,152.22,10.32,41.33,1.079,897.99,4470.96,6686.24,1835.38,1298.55,904.24,728.76,93.32,97.17,893.42,440.61,115.53,136.11,365.0,30.0,23.42,0.36,84.11,0.52,0.19,1066.37,2.89,2.18,1.64,4.53,877.0073333333333,437.00100000000003,45367.47233333333,0.027664231946212814
2021-04-16,Well_Ironman,Permian,Directional,11000,873.61,15.88,416.05,73.25,3.37,65394.34,15551.59,1763.47,0,48079.28,1716.08,137.12,10.81,41.72,0.972,873.21,4337.98,6643.91,1736.19,1265.33,879.16,689.02,92.52,93.01,868.22,435.27,103.3,132.0,365.0,30.0,22.97,0.97,84.12,0.48,0.19,1012.32,4.48,4.39,3.19,2.59,877.4140000000001,436.378,45534.532666666666,0.0412514898688916
2021-04-17,Well_Ironman,Permian,Directional,11000,849.35,11.49,437.61,69.16,3.35,60207.1,16430.24,1722.35,0,42054.51,1770.1,153.12,10.87,42.75,1.006,893.69,4572.02,7184.91,1751.55,1319.14,908.2,694.42,92.04,81.84,900.12,440.01,117.33,129.79,365.0,30.0,24.69,0.01,88.51,0.52,0.13,946.9,3.58,1.64,1.15,1.92,876.0489999999999,436.528,45457.965,0.040423837814662855
2021-04-18,Well_Ironman,Permian,Directional,11000,812.83,15.43,400.42,71.69,3.37,59621.53,16401.64,1823.96,0,41395.93,1785.52,144.28,10.48,41.82,1.079,884.11,4410.79,7485.32,1667.64,1315.36,805.13,717.4,95.45,88.74,891.15,460.75,118.38,131.71,365.0,30.0,24.02,0.1,84.57,0.49,0.18,938.22,2.19,1.19,2.65,2.18,875.2916666666666,435.83433333333335,45278.207,-0.09495496097360012
2021-04-19,Well_Ironman,Permian,Directional,11000,828.22,14.3,453.04,67.88,3.48,57795.82,15135.03,1706.6,0,40954.18,1776.07,146.43,10.57,47.46,1.043,876.84,4138.06,6232.47,1860.19,1301.57,901.68,701.06,96.74,89.62,873.79,456.11,116.33,141.96,365.0,30.0,24.47,0.69,85.7,0.55,0.17,946.67,3.26,3.2,3.87,1.28,871.485,436.5706666666667,45081.04666666666,-0.12419765880275357
2021-04-20,Well_Ironman,Permian,Directional,11000,996.13,14.29,416.97,70.09,3.49,71274.0,15893.74,1816.39,0,53563.87,1678.94,140.21,10.41,43.82,0.963,889.46,4594.49,6696.99,1665.1,1330.56,864.47,742.13,99.19,95.85,881.98,463.53,113.05,118.47,365.0,30.0,24.38,0.0,85.71,0.42,0.17,1138.5,1.49,3.07,1.44,2.66,874.8706666666666,435.86266666666666,45457.304,0.11259661350131789
2021-04-21,Well_Ironman,Permian,Directional,11000,851.02,20.66,449.5,70.11,3.53,61251.42,16469.43,1877.7,0,42904.29,1699.82,144.49,10.91,46.34,1.081,882.25,4671.13,7079.59,1727.1,1351.61,937.88,702.12,93.2,86.94,898.3,427.1,117.81,132.75,365.0,30.0,23.69,0.0,79.34,0.53,0.26,1026.81,5.0,2.1,2.1,2.48,874.603,437.30199999999996,45377.441,-0.036882787655187266
2021-04-22,Well_Ironman,Permian,Directional,11000,916.43,20.36,394.95,69.1,3.44,64684.18,16173.63,1672.07,0,46838.48,1851.51,135.65,10.62,45.6,1.065,873.99,4647.24,6901.62,1731.58,1288.56,914.59,690.04,92.56,81.68,869.66,453.26,115.85,129.53,365.0,30.0,23.83,0.08,79.64,0.43,0.26,1103.03,3.32,2.03,3.64,4.27,876.9033333333333,436.8726666666667,45493.21233333334,0.07207365293278101
2021-04-23,Well_Ironman,Permian,Directional,11000,854.09,21.17,464.67,65.31,3.4,57360.34,16634.79,1780.47,0,38945.08,1759.53,149.93,10.47,44.12,1.009,905.0,4305.61,7665.87,1807.23,1251.87,902.74,701.47,96.02,89.13,907.72,444.6,115.46,131.57,365.0,30.0,24.33,0.0,78.83,0.54,0.27,1034.92,1.66,4.98,3.39,4.85,876.9223333333334,437.824,45192.3,-0.13507245789745514
2021-04-24,Well_Ironman,Permian,Directional,11000,914.66,13.72,434.39,70.31,3.3,65743.12,16084.94,1840.97,0,47817.21,1767.61,131.47,10.64,44.57,1.095,872.59,4316.55,7153.61,1760.15,1272.43,894.19,688.01,92.39,92.85,877.48,443.61,114.78,137.1,365.0,30.0,23.64,0.62,86.28,0.47,0.16,1040.16,2.52,3.57,4.83,2.54,876.1166666666667,436.96666666666664,45185.80333333334,-0.00822987259419905
2021-04-25,Well_Ironman,Permian,Directional,11000,806.4,16.52,446.7,68.95,3.51,57169.29,15175.72,1800.27,0,40193.3,1802.08,137.72,10.48,42.86,0.945,905.14,3978.49,6553.62,1791.92,1256.32,882.39,712.98,95.8,87.33,868.29,444.04,116.08,138.39,365.0,30.0,24.63,0.3,83.48,0.55,0.2,939.62,2.89,4.8,2.89,2.19,875.8153333333333,436.6743333333334,45097.051666666666,-0.0582629716567985
2021-04-26,Well_Ironman,Permian,Directional,11000,889.77,15.04,437.93,73.78,3.43,67149.43,16443.03,1538.83,0,49167.58,1742.08,143.49,10.31,45.0,1.053,877.8,4512.96,7101.34,1893.57,1407.58,826.97,700.61,97.15,88.91,866.64,439.7,113.51,125.51,365.0,30.0,24.67,0.1,84.96,0.49,0.18,1023.63,3.77,4.46,1.0,4.67,877.3913333333333,437.4423333333333,45291.89266666667,-0.032532701236286266
2021-04-27,Well_Ironman,Permian,Directional,11000,847.8,16.49,435.91,66.52,3.46,57903.95,16333.49,1710.46,0,39860.0,1733.85,138.11,10.14,44.52,1.047,872.47,4297.61,7127.57,1888.89,1375.91,940.43,703.08,95.84,94.75,841.9,431.72,118.62,127.99,365.0,30.0,24.37,0.0,83.51,0.51,0.2,987.57,1.68,3.5,3.34,3.21,874.784,437.05966666666666,44951.24,-0.021479438141295715
2021-04-28,Well_Ironman,Permian,Directional,11000,831.15,17.13,450.73,75.96,3.37,64653.38,16126.25,1632.1,0,46895.03,1825.62,142.58,10.26,42.04,1.079,856.59,4444.26,7039.14,1724.37,1383.04,856.73,678.71,94.01,87.02,900.16,427.82,115.07,133.64,365.0,30.0,23.92,0.0,82.87,0.54,0.21,973.52,1.16,2.06,4.39,3.3,875.185,436.59133333333335,45193.700333333334,-0.1182461463383584
2021-04-29,Well_Ironman,Permian,Directional,11000,845.37,19.84,441.15,67.97,3.45,58981.85,15894.46,1817.27,0,41270.11,1782.34,152.56,10.42,44.42,1.091,855.82,4290.51,6954.81,1720.42,1271.07,951.4,706.25,95.47,83.48,856.9,444.09,108.83,131.2,365.0,30.0,23.41,0.0,80.16,0.52,0.25,1013.08,4.11,1.35,3.71,2.04,871.8546666666666,436.43800000000005,44917.51866666667,-0.057747609175416215
2021-04-30,Well_Ironman,Permian,Directional,11000,878.95,16.5,487.47,69.1,3.52,62451.37,15812.54,1775.49,0,44863.34,1738.21,132.48,10.72,40.14,1.045,841.74,4297.41,6936.8,1565.29,1337.49,944.66,730.89,94.57,76.98,888.78,437.69,108.37,131.1,365.0,30.0,24.16,0.0,83.5,0.55,0.2,1023.95,4.44,3.99,3.81,4.77,870.4946666666667,438.098,44986.14,0.08541826175010514
2021-05-01,Well_Ironman,Permian,Directional,11000,877.38,19.87,462.01,72.4,3.67,65218.0,15896.06,1702.78,0,47619.16,1711.23,152.39,10.36,47.23,1.12,905.77,4188.48,6702.62,2059.93,1371.96,852.78,720.29,95.89,92.56,875.7,429.85,113.17,133.33,365.0,30.0,23.77,0.0,80.13,0.53,0.25,1051.75,2.39,4.95,3.96,2.82,871.6763333333333,438.9543333333333,45174.788666666675,-0.04191054424740104
2021-05-02,Well_Ironman,Permian,Directional,11000,840.4,25.36,440.88,68.92,3.31,59379.79,15946.11,1713.26,0,41720.42,1794.64,142.03,10.89,41.65,1.057,881.59,4365.52,6983.82,1667.14,1353.29,878.07,698.27,97.6,89.76,880.14,452.54,114.02,136.81,365.0,30.0,23.4,0.0,74.64,0.52,0.34,1053.54,1.87,2.42,4.72,3.31,867.5203333333334,438.99833333333333,44791.274,0.046041249175389876
2021-05-03,Well_Ironman,Permian,Directional,11000,926.3,20.29,432.73,66.76,3.32,63276.67,15988.38,1692.13,0,45596.16,1844.9,141.93,10.78,40.36,1.039,885.54,4488.32,6792.21,1795.01,1247.79,922.17,742.88,90.84,79.24,898.68,427.87,119.8,125.41,365.0,30.0,24.08,0.42,79.71,0.47,0.25,1114.29,1.09,3.81,1.02,2.6,871.0446666666667,439.036,45061.204,0.016660813065238367
2021-05-04,Well_Ironman,Permian,Directional,11000,895.79,6.31,422.64,64.38,3.39,59103.5,16278.57,1810.87,0,41014.06,1748.78,141.16,10.68,46.23,1.096,896.02,4738.01,7096.54,1548.5,1306.17,857.74,731.61,95.78,87.41,870.17,451.68,110.42,143.81,365.0,30.0,24.58,0.08,93.69,0.47,0.07,952.33,4.72,2.25,1.91,4.81,870.7086666666668,437.9103333333333,44880.333333333336,-0.01378384031883384
2021-05-05,Well_Ironman,Permian,Directional,11000,846.61,20.78,398.3,73.65,3.53,63758.89,15847.75,1707.71,0,46203.44,1815.74,138.42,10.4,43.63,1.065,881.41,4322.43,7032.1,1590.71,1329.79,906.43,666.29,96.97,88.11,891.18,430.02,117.43,122.55,365.0,30.0,24.83,0.22,79.22,0.47,0.26,1022.53,2.84,4.2,4.74,3.26,869.2566666666665,436.4476666666667,44819.579,-0.056218228841523166
